M,c,d,e,caught,behavior
2,0.4,0.45,0.7,0,
2,0.5,0.45,0.7,0,
2,0.6,0.45,0.7,0,
2,0.7,0.45,0.7,0,
3,0.4,0.45,0.7,0,
3,0.5,0.45,0.7,0,
3,0.6,0.45,0.7,0,
3,0.7,0.45,0.7,1,
4,0.4,0.45,0.7,0,
4,0.5,0.45,0.7,0,
4,0.6,0.45,0.7,1,
4,0.7,0.45,0.7,1,
